500,0.00017595291137695312
500,0.00025546550750732422
500,0.00023635228474934897
500,0.00021225214004516602
500,0.00020160675048828126
600,0.00021616617838541666
600,0.00024829592023577007
600,0.0002435147762298584
600,0.00024445851643880207
600,0.00023500919342041017
700,0.00023783336986194956
700,0.00022977590560913086
700,0.00023586933429424578
700,0.00022486277988978794
700,0.00022312800089518229
800,0.00022880733013153076
800,0.00023552950690774356
800,0.00025644567277696397
800,0.00025431733382375618
800,0.00025560855865478513
900,0.00025233768281482513
900,0.00026100332086736506
900,0.00025804146476413894
900,0.00026003519694010418
900,0.00025831222534179689
1000,0.0002552637687096229
1000,0.00026169529667607059
1000,0.00025791781289236885
1000,0.00025557649546656115
1000,0.00025002161661783856
